CMPD_CHEMBLID	MOLWEIGHT	ALOGP	PSA	CANONICAL_SMILES	STANDARD_TYPE	STANDARD_VALUE	STANDARD_UNITS
CHEMBL3671134	423.43	3.33	80.35	Cn1ccc(NC(=O)c2cnn3ccc(nc23)N4CCC[C@@H]4c5cc(F)ccc5F)n1	IC50	1.55	nM
CHEMBL3671412	478.94	3.67	111.89	COCC(C)(C)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(Cl)cn3)c2)c4cncnc14	IC50	1.57	nM
CHEMBL3904287	556	5.34	120.55	CN=C1NC=C(CN=C(O)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ccccn4)n(n2)c5ccccc5)C=C1	IC50	1.77	nM
CHEMBL3971434	535.31	6.9	118.54	Nc1ncc(Cl)cc1c2ccc(Oc3ncc(cn3)N=C(O)Nc4ccc(cc4Cl)C(F)(F)F)cc2	IC50	2	nM
CHEMBL3675914	381.46	3.74	62.53	CC(C)(C)NC(=O)c1cnn2ccc(nc12)N3CCC[C@@H]3c4cccc(F)c4	IC50	2.1	nM
CHEMBL3676024	370.39	1.97	84.65	CNC(=O)c1cnn2ccc(nc12)N3CCC[C@@H]3c4cc(F)cnc4OC	IC50	2.1	nM
CHEMBL3972530	421.41	3.78	91.8	OC(=Nc1cnn2ccc(nc12)N3CCC[C@H]3c4cc(F)ccc4F)c5cnccn5	IC50	2.2	nM
CHEMBL3676058	394.45	3.2	75.42	Cc1ncc(F)cc1C2CCCN2c3ccn4ncc(C(=O)NC5(C)CC5)c4n3	IC50	2.4	nM
CHEMBL3676058	394.45	3.2	75.42	Cc1ncc(F)cc1C2CCCN2c3ccn4ncc(C(=O)NC5(C)CC5)c4n3	IC50	2.4	nM
CHEMBL3676028	414.44	1.72	104.88	COc1ncc(F)cc1[C@H]2CCCN2c3ccn4ncc(C(=O)NC[C@@H](C)O)c4n3	IC50	2.8	nM
CHEMBL3671419	447.93	4.65	89.77	CC(C)(C)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(Cl)cc3)c2)c4cncnc14	IC50	2.95	nM
CHEMBL2151323	383.39	2.43	119.32	CC(C)Oc1cc(n[nH]1)n2cnc3cnc(N[C@@H](C)c4ncc(F)cn4)nc23	IC50	3	nM
CHEMBL3661461	467.45	4.84	89.77	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cc3cccc(c3)C(F)(F)F)c2)c4cncnc14	IC50	3.55	nM
CHEMBL3666440	446.54	4.61	102.66	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3csc(n3)C4CCC4)c2)c5cncnc15	IC50	4.06	nM
CHEMBL3966392					IC50	4.14	nM
CHEMBL3675927	427.48	2.2	102.99	CC(C)(O)CNC(=O)c1cnn2ccc(nc12)N3CCCC3c4cc(F)ccc4CO	IC50	4.2	nM
CHEMBL3661597	483.45	3.81	110	C[C@@H](CO)n1cc(C(=O)c2cncc(NC(=O)Cc3cccc(c3)C(F)(F)F)c2)c4cncnc14	IC50	4.24	nM
CHEMBL3981396	542.4	5.57	112.63	CC(CO)CN=C(O)c1cc(NC(=O)c2cc(c(Cl)cc2Cl)c3ncccc3F)n(n1)c4ccccc4	IC50	4.5	nM
CHEMBL3675939	467.42	2.31	102.99	OC[C@H](O)CNC(=O)c1cnn2ccc(nc12)N3CCC[C@@H]3c4cc(F)ccc4C(F)(F)F	IC50	4.55	nM
CHEMBL3675943	371.39	3.23	76.52	CC1(C)CC[C@@H](N1c2ccn3ncc(C(=O)N)c3n2)c4cc(F)ccc4F	IC50	5.1	nM
CHEMBL3910586	532.39	5.72	121.08	OC(=NCc1cc[nH]n1)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	5.117	nM
CHEMBL3889648	357.36	3.96	66.02	CC(=Nc1cnc2ccc(nn12)N3CCC[C@H]3c4cc(F)ccc4F)O	IC50	5.4	nM
CHEMBL3661490	471.44	3.8	107.59	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cn3nc(cc3C)C(F)(F)F)c2)c4cncnc14	IC50	5.45	nM
CHEMBL3974598	528.37	5.32	112.63	C[C@H](CO)N=C(O)c1cc(NC(=O)c2cc(c(Cl)cc2Cl)c3ncccc3F)n(n1)c4ccccc4	IC50	5.97	nM
CHEMBL3921554	416.46	4.55	78.91	Cc1cccnc1C(=Nc2cnn3ccc(nc23)N4CCC[C@H]4c5cccc(F)c5)O	IC50	6.2	nM
CHEMBL3676051	396.47	3.44	75.42	Cc1ncc(F)cc1[C@H]2CCCN2c3ccn4ncc(C(=O)NC(C)(C)C)c4n3	IC50	6.9	nM
CHEMBL378978	356.86	2.94	97.11	CNC(=O)Nc1snc(SCc2ccc(Cl)cc2)c1C(=O)N	IC50	7	nM
CHEMBL2037209	568.56	7.02	103.84	Cc1cn(cn1)c2cc(cc(c2)C(F)(F)F)C(=O)Nc3cccc(Nc4ccc5\C(=C\c6ccc[nH]6)\C(=O)Nc5c4)c3	IC50	7	nM
CHEMBL3956535	511.92	4.81	112.63	OCCCN=C(O)c1cc(NC(=O)c2cc(c(F)cc2Cl)c3ncccc3F)n(n1)c4ccccc4	IC50	7.21	nM
CHEMBL3954937	579.42	5.28	136.97	CN1NC(=N)C=C1CN=C(O)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	7.91	nM
CHEMBL3676104	462.49	3.47	113.33	COc1ncc(F)cc1[C@H]2CCCN2c3ccn4ncc(C(=O)Nc5cc(n[nH]5)C6CC6)c4n3	IC50	8.9	nM
CHEMBL3985003	546.42	6.03	121.08	Cc1ncc(CN=C(O)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ccccn4)n(n2)c5ccccc5)[nH]1	IC50	9.36	nM
CHEMBL3937196	562.39	5.93	118.18	OC(=NCc1ncccn1)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	9.51	nM
CHEMBL3676029	428.47	2.11	104.88	COc1ncc(F)cc1[C@H]2CCCN2c3ccn4ncc(C(=O)NCC(C)(C)O)c4n3	IC50	9.9	nM
CHEMBL3910261	508.37	5.2	101.63	OC(=NC1COC1)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	9.9	nM
CHEMBL3902812	416.43	2.82	89.49	CN(CCO)C(=Nc1cnc2ccc(nn12)N3CCC[C@H]3c4cc(F)ccc4F)O	IC50	10.3	nM
CHEMBL3909285	554.41	5.85	112.63	OC(=NCC1(O)CCC1)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	10.4	nM
CHEMBL3967942	551.98	5.73	112.63	O[C@@H]1CC[C@H](CC1)N=C(O)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	12	nM
CHEMBL3661598	483.45	3.81	110	C[C@H](CO)n1cc(C(=O)c2cncc(NC(=O)Cc3cccc(c3)C(F)(F)F)c2)c4cncnc14	IC50	12.2	nM
CHEMBL3661598	483.45	3.81	110	C[C@H](CO)n1cc(C(=O)c2cncc(NC(=O)Cc3cccc(c3)C(F)(F)F)c2)c4cncnc14	IC50	12.2	nM
CHEMBL3906285	456.43	4.75	98.19	CC(C)n1cc(C(=O)c2cc(ccn2)N=C(O)Cn3cc(cn3)C(F)(F)F)c4cnccc14	IC50	13.3	nM
CHEMBL3673485	499.58	4.07	115.13	COc1ccc(COc2ccc(Cn3c(N)nc4cc(cnc34)c5c(C)nn(C)c5C)cc2OC)cn1	IC50	14	nM
CHEMBL3922325	555.4	5.91	124.99	CC(=NCCN=C(O)c1cc(NC(=O)c2cc(c(Cl)cc2Cl)c3ncccc3F)n(n1)c4ccccc4)O	IC50	15.4	nM
CHEMBL3983482	482.46	5.07	100.6	CC(CO)n1cc(C(=O)c2cc(ccn2)N=C(O)Cc3ccc(cc3)C(F)(F)F)c4cnccc14	IC50	18.1	nM
CHEMBL3947043	529.96	5.22	110.22	Cn1cc(CN=C(O)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ccccn4)n(n2)c5ccccc5)cn1	IC50	19.5	nM
CHEMBL3936972	504.44	4.17	118.42	CC(CO)n1cc(C(=O)c2cncc(c2)N=C(O)Cn3nc(cc3C)C(F)(F)F)c4cncc(F)c14	IC50	20.4	nM
CHEMBL254690	546.52	5.2	78.43	CCC(=O)N1CCN(CC1)C(=O)c2cc(Sc3cnc(Nc4cccc(Br)n4)s3)ccc2C	IC50	21	nM
CHEMBL3671422	477.5	2.74	137.91	COCC(C)(C)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(F)cn3)c2)c4cnc(N)nc14	IC50	21.2	nM
CHEMBL3955113	511.92	5.07	101.63	COCCN=C(O)c1cc(NC(=O)c2cc(c(F)cc2Cl)c3ncccc3F)n(n1)c4ccccc4	IC50	21.4	nM
CHEMBL3907407	523.93	5.21	101.63	OC(=N[C@H]1CCOC1)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	21.4	nM
CHEMBL3978249	414.46	4.28	78.05	CC(C)(C)NC(=Nc1cnn2ccc(nc12)N3CCC[C@H]3c4cc(F)ccc4F)O	IC50	22.2	nM
CHEMBL3661465	455.52	4.36	99	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cc3ccccc3OC4CC4)c2)c5cncnc15	IC50	22.8	nM
CHEMBL3944140	541.94	4.43	121.86	COCC(O)CN=C(O)c1cc(NC(=O)c2cc(c(F)cc2Cl)c3ncccc3F)n(n1)c4ccccc4	IC50	23.1	nM
CHEMBL3916528	490.42	3.86	118.42	CC(CO)n1cc(C(=O)c2cncc(c2)N=C(O)Cn3cc(cn3)C(F)(F)F)c4cncc(F)c14	IC50	24.3	nM
CHEMBL3661499	432.49	2.99	120.48	CC(C)c1cn(CC(=O)Nc2cncc(c2)C(=O)c3cn(C(C)C)c4ncncc34)nn1	IC50	25.6	nM
CHEMBL3675990	384.42	1.72	95.65	C[C@@H](CO)NC(=O)c1cnn2ccc(nc12)N3CCCC3c4cncc(F)c4	IC50	26.2	nM
CHEMBL3582433	397.44	2.79	102.38	NS(=O)(=O)c1ccc(cc1)c2cnc3ccc(NCc4cccc(F)c4)nn23	IC50	27	nM
CHEMBL3977715	444.9	3.74	78.49	COC1CN(C1)C(=Nc2cnn3ccc(nc23)N4CCC[C@H]4c5cc(F)ccc5Cl)O	IC50	27.9	nM
CHEMBL3978619	458.93	3.87	89.49	OC1CCN(CC1)C(=Nc2cnn3ccc(nc23)N4CCC[C@H]4c5cc(F)ccc5Cl)O	IC50	28.3	nM
CHEMBL3930008	528.37	5.32	112.63	C[C@H](CO)N=C(O)c1cc(NC(=O)c2cc(c(Cl)cc2Cl)c3ccc(F)cn3)n(n1)c4ccccc4	IC50	28.5	nM
CHEMBL402548	474.57	2.64	93.8	CO[C@@H](C(=O)N1Cc2n[nH]c(NC(=O)c3ccc(cc3)N4CCN(C)CC4)c2C1)c5ccccc5	IC50	30	nM
CHEMBL3675986	370.39	1.33	95.65	OCCNC(=O)c1cnn2ccc(nc12)N3CCCC3c4cncc(F)c4	IC50	30.9	nM
CHEMBL3895151	470.57	5.39	100.6	CC(C)n1cc(C(=O)c2ccnc(c2)N=C(O)Cc3cccc(CC(C)(C)O)c3)c4cnccc14	IC50	31.1	nM
CHEMBL3671418	461.95	4.67	80.98	CN(C(=O)Cc1ccc(Cl)cc1)c2cncc(c2)C(=O)c3cn(c4ncncc34)C(C)(C)C	IC50	31.6	nM
CHEMBL3661604	481.52	2.92	148.91	CC(CO)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc4cccnc4c3)c2)c5cnc(N)nc15	IC50	34.9	nM
CHEMBL3928023	405.44	3.2	80.35	Cn1ccnc1C(=O)Nc2cnn3ccc(nc23)N4CCC[C@H]4c5cccc(F)c5	IC50	35.4	nM
CHEMBL3955856	514.99	5.32	95.56	CC(C)(C)OC(=O)N1CC(C1)C(=Nc2cnn3ccc(nc23)N4CCC[C@H]4c5cc(F)ccc5Cl)O	IC50	37.3	nM
CHEMBL3661539	486.51	4.38	103.93	COc1cc(F)cc2ccn(CC(=O)Nc3cncc(c3)C(=O)c4cn(C(C)C)c5ncncc45)c12	IC50	37.4	nM
CHEMBL3978118	527.95	5.27	118.18	OC(=NCc1ccnnc1)c2cc(NC(=O)c3cc(ccc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	38	nM
CHEMBL3953397	521.41	5.29	118.42	N[C@@H]1C[C@H](C1)N=C(O)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	38.1	nM
CHEMBL3955622	422.88	4.38	98.19	CC(C)n1cc(C(=O)c2cncc(c2)N=C(O)Cn3cc(Cl)cn3)c4cnccc14	IC50	41.8	nM
CHEMBL3891445	472.43	3.72	118.42	CC(CO)n1cc(C(=O)c2cncc(c2)N=C(O)Cn3ccc(n3)C(F)(F)F)c4cnccc14	IC50	44.7	nM
CHEMBL3666365	439.48	3.78	107.59	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3nn(C)c4ccccc34)c2)c5cncnc15	IC50	45.7	nM
CHEMBL3905443	505.94	4.19	100.35	O[C@H]1CCN(C1)C(=O)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	46.2	nM
CHEMBL3671397	515.5	4.2	116.82	CCOc1ncc(cc1NC(=O)Cn2nc(cc2C)C(F)(F)F)C(=O)c3cn(C(C)C)c4ncncc34	IC50	47.9	nM
CHEMBL3946977	449.87	4.91	92.4	CN=C(O)c1cc(NC(=O)c2cc(ccc2Cl)c3ncccc3F)n(n1)c4ccccc4	IC50	47.96	nM
CHEMBL3903197	527.95	5.27	118.18	OC(=NCc1cccnn1)c2cc(NC(=O)c3cc(ccc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	50.71	nM
CHEMBL3906928	428.49	5.08	89.6	COc1ccc(CC(=Nc2cc(ccn2)C(=O)c3cn(C(C)C)c4ccncc34)O)cc1	IC50	51.7	nM
CHEMBL3983549	521.98	5.44	112.63	CC(C)(CCO)N=C(O)c1cc(NC(=O)c2cc(ccc2Cl)c3ncccc3F)n(n1)c4ccccc4	IC50	55	nM
CHEMBL3298267	464.53	4.14	95.45	Cc1cn(cn1)c2ccc(cc2)c3cn(CC(=O)Nc4cc(nn4c5ccccc5)C6CC6)nn3	IC50	60	nM
CHEMBL3661472	454.49	3.7	122.79	COc1cc(CC(=O)Nc2cncc(c2)C(=O)c3cn(C(C)C)c4ncncc34)ccc1C#N	IC50	64.3	nM
CHEMBL3678288	497.6	4.98	97.31	COc1ccc(COc2ccc(Cn3c(N)nc4cc(cnc34)C#CC5CCCCC5)cc2OC)cn1	IC50	65	nM
CHEMBL3666457	439.48	3.85	107.07	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3cc4cccc(C)n4n3)c2)c5cncnc15	IC50	65	nM
CHEMBL3671387	426.44	3.16	131.34	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3ccc4c[nH]nc4n3)c2)c5cncnc15	IC50	67	nM
CHEMBL3582436	383.43	4.75	57.22	Fc1cccc(c1)C2CCCN2c3ccc4ncc(c5ccc(cc5)C#N)n4n3	IC50	68	nM
CHEMBL3958124	602.72	6.02	139.88	CC(C)(C)c1cc(NC(=Nc2cnc(Oc3ccc(cc3)c4cnc(s4)N5CCCC5=O)nc2)O)n(n1)C6CCOCC6	IC50	70	nM
CHEMBL3661624	479.92	2.59	130.23	CC(CO)(CO)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(Cl)cc3)c2)c4cncnc14	IC50	70.5	nM
CHEMBL3912228	432.41	2.68	89.49	OC1CN(C1)C(=Nc2cnn3ccc(nc23)N4CC(F)(F)C[C@H]4c5cccc(F)c5)O	IC50	77.5	nM
CHEMBL3978414	472.43	3.47	118.42	Cc1cc(nn1CC(=Nc2cc(ccn2)C(=O)c3cn(CCO)c4ccncc34)O)C(F)(F)F	IC50	83.9	nM
CHEMBL3666372	429.48	3.88	118.45	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3c[nH]nc3C4CCC4)c2)c5cncnc15	IC50	84.3	nM
CHEMBL3661623	517.47	1.92	148.05	Cc1cc(nn1CC(=O)Nc2cncc(c2)C(=O)c3cn(c4ncncc34)C(C)(CO)CO)C(F)(F)F	IC50	84.9	nM
CHEMBL3675951	454.51	2.02	98.22	NC(=O)c1cnn2ccc(nc12)N3CCC[C@@H]3c4cc(F)cc(OCCN5CCOCC5)c4	IC50	90.05	nM
CHEMBL3675951	454.51	2.02	98.22	NC(=O)c1cnn2ccc(nc12)N3CCC[C@@H]3c4cc(F)cc(OCCN5CCOCC5)c4	IC50	90.05	nM
CHEMBL3916577	424.46	4.34	117.05	CC(C)n1cc(C(=O)c2cncc(c2)N=C(O)Cc3ccc(cn3)C#N)c4cnccc14	IC50	100	nM
CHEMBL209535	348.45	2.9	111.1	NC(=O)Nc1snc(SC2CCCc3ccccc23)c1C(=O)N	IC50	105	nM
CHEMBL3985295	510.93	4.77	118.42	C[C@@H](N)CN=C(O)c1cc(NC(=O)c2cc(c(F)cc2Cl)c3ncccc3F)n(n1)c4ccccc4	IC50	113	nM
CHEMBL3931261	509.93	3.64	132.86	OCC(O)CN=C(O)c1cc(NC(=O)c2cc(ccc2Cl)c3ncccc3F)n(n1)c4ccccc4	IC50	115.63	nM
CHEMBL3911025	493.93	4.66	112.63	C[C@@H](CO)N=C(O)c1cc(NC(=O)c2cc(ccc2Cl)c3ncccc3F)n(n1)c4ccccc4	IC50	132.2	nM
CHEMBL3661619	462.9	2.94	132.86	CC(C(=O)N)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(Cl)cc3)c2)c4cncnc14	IC50	138	nM
CHEMBL3979992	549.01	4.61	104.87	CN(C)[C@@H]1COC[C@H]1N=C(O)c2cc(NC(=O)c3cc(ccc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	138	nM
CHEMBL3661517	484.48	3.53	150.73	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cn3ncc4ccc(cc34)[N+](=O)[O-])c2)c5cncnc15	IC50	143	nM
CHEMBL3661517	484.48	3.53	150.73	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cn3ncc4ccc(cc34)[N+](=O)[O-])c2)c5cncnc15	IC50	143	nM
CHEMBL103667	527.67	5.99	80.65	Cc1ccc(cc1)n2nc(cc2NC(=O)Nc3ccc(OCCN4CCOCC4)c5ccccc35)C(C)(C)C	IC50	160	nM
CHEMBL357490	310.36	4.14	44.89	O=C1NCc2c1c3c(Cc4ccccc34)c5[nH]c6ccccc6c25	IC50	162	nM
CHEMBL3671321	596.59	4.52	114.19	CC(Cc1c(F)c(F)cc(F)c1F)NC2=C(C(=O)NC=C2)c3nc4c(C)c5C(=O)N(C6CCN(C)CC6)C(=O)c5cc4[nH]3	IC50	164.9	nM
CHEMBL3920621	524.53	5.03	105.74	COc1cc(cc(OC)c1OC)N=C(O)Nc2cnc3ccc(nn23)N4CCC[C@H]4c5cc(F)ccc5F	IC50	175.6	nM
CHEMBL3944802	414.87	3.67	78.05	OC(=Nc1cnn2ccc(nc12)N3CCC[C@H]3c4cc(F)ccc4Cl)C5CNC5	IC50	190.3	nM
CHEMBL3678306	485.52	5.23	84.18	COc1ccc(cn1)C(C)Oc2ccc(Cn3cnc4cc(cnc34)c5ccnc(F)c5)cc2OC	IC50	215	nM
CHEMBL3676000	366.4	2.45	66.63	Fc1cncc(c1)[C@H]2CCCN2c3ccn4ncc(C(=O)N5CCC5)c4n3	IC50	218.5	nM
CHEMBL3666413	414.43	3.96	118.7	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3cc4occc4[nH]3)c2)c5cncnc15	IC50	235	nM
CHEMBL212269	439.57	3.74	78.43	CC(=O)N1CCN(CC1)C(=O)c2cccc(Sc3cnc(Nc4ccccn4)s3)c2	IC50	240	nM
CHEMBL3958829	516.96	4.17	92.15	Fc1cccnc1c2ccc(Cl)c(c2)C(=O)Nc3cc(nn3c4ccccc4)C(=O)N5C[C@@H]6C[C@H]5CN6	IC50	241	nM
CHEMBL3666335	469.42	4.79	99	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3ccc(OC(F)(F)F)cc3)c2)c4cncnc14	IC50	253	nM
CHEMBL3894829	539.4	5.3	104.43	OC(=N[C@H]1CCNC1)c2cc(NC(=O)c3cc(c(Cl)cc3Cl)c4ccc(F)cn4)n(n2)c5ccccc5	IC50	261	nM
CHEMBL3905524	527.39	5.28	118.42	C[C@@H](N)CN=C(O)c1cc(NC(=O)c2cc(c(Cl)cc2Cl)c3ccc(F)cn3)n(n1)c4ccccc4	IC50	263	nM
CHEMBL3671448	474.53	2.08	153.84	CC(C)(CO)n1cc(C(=O)c2cncc(NC(=O)Cn3cc(cn3)C4CC4)c2)c5cnc(N)nc15	IC50	296	nM
CHEMBL3901499	551.02	4.6	115.87	CN(C)CCC(O)CN=C(O)c1cc(NC(=O)c2cc(ccc2Cl)c3ncccc3F)n(n1)c4ccccc4	IC50	299	nM
CHEMBL401862	473.53	6.31	83.22	C[C@H](OC(=O)Nc1ccccc1)[C@H]2c3ccccc3c4c2c5[nH]c6ccccc6c5c7CNC(=O)c47	IC50	300	nM
CHEMBL3661529	440.47	3.02	120.48	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cn3nnc4ccccc34)c2)c5cncnc15	IC50	312	nM
CHEMBL3661596	457.54	3.6	107.59	Cn1cc(CC(=O)Nc2cncc(c2)C(=O)c3cn(c4ncncc34)C(C)(C)C)c(n1)C5CC5	IC50	316	nM
CHEMBL3961114	492.94	4.63	118.42	C[C@@H](CN)N=C(O)c1cc(NC(=O)c2cc(c(F)cc2Cl)c3ccccn3)n(n1)c4ccccc4	IC50	326	nM
CHEMBL3928677	561.02	4.67	100.43	CN(C)C(=O)[C@@H]1CCCN1C(=O)c2cc(NC(=O)c3cc(c(F)cc3Cl)c4ccccn4)n(n2)c5ccccc5	IC50	327	nM
CHEMBL3935213	473.53	5.09	115.63	COCc1oc(C2CC2)c(CC(=Nc3cc(ccn3)C(=O)c4cn(C(C)C)c5ccncc45)O)n1	IC50	357	nM
CHEMBL3671433	529.48	2.19	158.02	CC(C)(CO)n1cc(C(=O)c2cncc(NC(=O)CN3C=C(C=CC3=O)C(F)(F)F)c2)c4cnc(N)nc14	IC50	374	nM
CHEMBL3969287	506.97	5.02	118.42	CC(C)(CN)N=C(O)c1cc(NC(=O)c2cc(ccc2Cl)c3ncccc3F)n(n1)c4ccccc4	IC50	375	nM
CHEMBL3964231	288.26	1.27	122.38	Oc1ccc(\C=N\NC(=O)c2ccccc2O)c(O)c1O	IC50	380	nM
CHEMBL3901293	472.55	3.8	120.83	CC(C)(O)Cc1cccc(CC(=Nc2cc(ccn2)C(=O)c3cn(CCO)c4ccncc34)O)c1	IC50	408	nM
CHEMBL3661595	417.47	2.73	107.59	Cn1cc(CC(=O)Nc2cncc(c2)C(=O)c3cn(c4ncncc34)C(C)(C)C)cn1	IC50	412	nM
CHEMBL3666363	426.44	4.03	115.8	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3nccc4occc34)c2)c5cncnc15	IC50	422	nM
CHEMBL578201	352.38	3.14	115.2	C[C@H](Nc1nc(Nc2cc(C)[nH]n2)c(C)nc1C#N)c3ccc(F)cn3	IC50	580	nM
CHEMBL3666459	442.5	4.5	102.66	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3cc4cscc4cn3)c2)c5cncnc15	IC50	587	nM
CHEMBL3666383	403.45	2.93	107.59	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3cc(C)n(C)n3)c2)c4cncnc14	IC50	593	nM
CHEMBL3902952	506.97	4.89	104.43	CNCCCN=C(O)c1cc(NC(=O)c2cc(ccc2Cl)c3ncccc3F)n(n1)c4ccccc4	IC50	659	nM
CHEMBL3661527	439.48	3.63	107.59	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cn3cnc4ccccc34)c2)c5cncnc15	IC50	681	nM
CHEMBL3678296	495.5	5.38	69.4	COc1cc(ccc1OCc2ccc(nc2)C(F)(F)F)C(C)n3cnc4cc(ccc34)C#CCCO	IC50	692	nM
CHEMBL3666273	482.5	2.31	143.12	OCC(CO)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc4cccnc4c3)c2)c5cncnc15	IC50	697	nM
CHEMBL3671139	455.47	3.29	91.04	OC(=O)C1CCN(CC1)C(=O)c2cnn3ccc(nc23)N4CCCC4c5cc(F)ccc5F	IC50	777.1	nM
CHEMBL3666357	459.54	3.84	107.07	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cc3cn4c(C)csc4n3)c2)c5cncnc15	IC50	813	nM
CHEMBL3671374	376.38	2.88	115.8	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3cocn3)c2)c4cncnc14	IC50	848	nM
CHEMBL3671384	430.47	2.82	120.48	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3nnc4CCCCn34)c2)c5cncnc15	IC50	963	nM
CHEMBL3937159	484.43	4.38	109.83	OCCn1cc(C(=O)c2ccnc(c2)N=C(O)Cc3ccccc3OC(F)(F)F)c4cnccc14	IC50	986	nM
CHEMBL3596865	456.45	6.66	76.14	FC(F)(F)c1cccc(NC(=O)Nc2cccc(Oc3cncc(n3)c4ccsc4)c2)c1	IC50	1100	nM
CHEMBL3907058	461.53	2.91	131.31	Cn1nc(nc1CC(=Nc2cc(ccn2)C(=O)c3cn(CCO)c4ccncc34)O)C(C)(C)C	IC50	1100	nM
CHEMBL3678294	521.51	7.45	49.17	COc1cc(ccc1OCc2ccc(nc2)C(F)(F)F)C(C)n3cnc4cc(ccc34)c5ccc(F)cc5	IC50	1240	nM
CHEMBL398474	518.46	4.5	78.43	CC(=O)N1CCN(CC1)C(=O)c2ccc(Sc3cnc(Nc4cccc(Br)n4)s3)cc2	IC50	1300	nM
CHEMBL3903398	518.98	4.41	92.15	CN(C1CCNC1)C(=O)c2cc(NC(=O)c3cc(ccc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	1470	nM
CHEMBL3671434	497.92	2.74	148.91	CC(C)(CO)n1cc(C(=O)c2cncc(NC(=O)Cc3ncc(Cl)cc3F)c2)c4cnc(N)nc14	IC50	1610	nM
CHEMBL3671386	425.45	3.77	118.45	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3cnc4cc[nH]c4c3)c2)c5cncnc15	IC50	1630	nM
CHEMBL3297748	459.99	4.79	69.21	CN1CCN(CC1)c2ccc(Nc3ncnc4ccc(NCc5cccc(Cl)c5)nc34)cc2	IC50	1688	nM
CHEMBL3889546	520.95	3.62	124.66	O[C@@H]1CNC[C@@H]1N=C(O)c2cc(NC(=O)c3cc(ccc3Cl)c4ncccc4F)n(n2)c5ccccc5	IC50	1730	nM
CHEMBL3666346	473.56	4.15	107.07	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cc3cn4c(C)c(C)sc4n3)c2)c5cncnc15	IC50	1910	nM
CHEMBL3298163	402.45	4.88	73.58	CCOc1cccc(c1)c2nccc3c2cc(C(=O)O)n3CCOc4ccccc4	IC50	2070	nM
CHEMBL3907435	404.43	2.45	118.42	Cc1ccnn1CC(=Nc2cc(ccn2)C(=O)c3cn(CCO)c4ccncc34)O	IC50	2390	nM
CHEMBL3676002	396.43	1.81	86.86	O[C@H]1CCN(C1)C(=O)c2cnn3ccc(nc23)N4CCC[C@@H]4c5cncc(F)c5	IC50	2595	nM
